name,title,origin,weaponType,moveType,rarities,releaseDate,assets/portrait/75px,assets/portrait/113px,assets/portrait/150px,skills/0/name,skills/0/default,skills/0/rarity,skills/1/name,skills/1/default,skills/1/rarity,skills/2/name,skills/2/default,skills/2/rarity,skills/3/name,skills/3/default,skills/3/rarity,skills/4/name,skills/4/default,skills/4/rarity,skills/5/name,skills/5/default,skills/5/rarity,skills/6/name,skills/6/rarity,skills/7/name,skills/7/rarity,skills/8/name,skills/8/rarity,skills/9/name,skills/9/rarity,skills/10/name,skills/10/rarity,skills/11/name,skills/11/rarity,stats/1/4/hp,stats/1/4/atk,stats/1/4/spd,stats/1/4/def,stats/1/4/res,stats/1/5/hp,stats/1/5/atk,stats/1/5/spd,stats/1/5/def,stats/1/5/res,stats/40/4/hp/0,stats/40/4/hp/1,stats/40/4/hp/2,stats/40/4/atk/0,stats/40/4/atk/1,stats/40/4/atk/2,stats/40/4/spd/0,stats/40/4/spd/1,stats/40/4/spd/2,stats/40/4/def/0,stats/40/4/def/1,stats/40/4/def/2,stats/40/4/res/0,stats/40/4/res/1,stats/40/4/res/2,stats/40/5/hp/0,stats/40/5/hp/1,stats/40/5/hp/2,stats/40/5/atk/0,stats/40/5/atk/1,stats/40/5/atk/2,stats/40/5/spd/0,stats/40/5/spd/1,stats/40/5/spd/2,stats/40/5/def/0,stats/40/5/def/1,stats/40/5/def/2,stats/40/5/res/0,stats/40/5/res/1,stats/40/5/res/2,stats/1/2/hp,stats/1/2/atk,stats/1/2/spd,stats/1/2/def,stats/1/2/res,stats/1/3/hp,stats/1/3/atk,stats/1/3/spd,stats/1/3/def,stats/1/3/res,stats/40/2/hp/0,stats/40/2/hp/1,stats/40/2/hp/2,stats/40/2/atk/0,stats/40/2/atk/1,stats/40/2/atk/2,stats/40/2/spd/0,stats/40/2/spd/1,stats/40/2/spd/2,stats/40/2/def/0,stats/40/2/def/1,stats/40/2/def/2,stats/40/2/res/0,stats/40/2/res/1,stats/40/2/res/2,stats/40/3/hp/0,stats/40/3/hp/1,stats/40/3/hp/2,stats/40/3/atk/0,stats/40/3/atk/1,stats/40/3/atk/2,stats/40/3/spd/0,stats/40/3/spd/1,stats/40/3/spd/2,stats/40/3/def/0,stats/40/3/def/1,stats/40/3/def/2,stats/40/3/res/0,stats/40/3/res/1,stats/40/3/res/2,skills/6/default,skills/12/name,skills/12/rarity,shortName,stats/1/1/hp,stats/1/1/atk,stats/1/1/spd,stats/1/1/def,stats/1/1/res,stats/40/1/hp/0,stats/40/1/hp/1,stats/40/1/hp/2,stats/40/1/atk/0,stats/40/1/atk/1,stats/40/1/atk/2,stats/40/1/spd/0,stats/40/1/spd/1,stats/40/1/spd/2,stats/40/1/def/0,stats/40/1/def/1,stats/40/1/def/2,stats/40/1/res/0,stats/40/1/res/1,stats/40/1/res/2,skills/13/name,skills/13/rarity,skills/14/name,skills/14/rarity
Eliwood,Knight of Lycia,Fire Emblem: The Blazing Blade,Red Sword,Cavalry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Eliwood.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Eliwood.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Eliwood.png,Iron Sword,-,-,Steel Sword,3,-,Silver Sword,4,3,Durandal,5,5,Holy Vestments,4,3,Sacred Cowl,-,4,Axebreaker 1,3,Axebreaker 2,4,Axebreaker 3,5,Spur Res 1,-,Spur Res 2,3,Ward Cavalry,4,16,6,8,5,8,17,7,8,6,8,33,36,39,25,28,31,25,28,31,18,21,24,27,30,33,35,39,42,28,31,34,26,30,33,20,23,26,29,32,35,,,,,,16,6,7,5,7,,,,,,,,,,,,,,,,32,35,38,24,27,30,23,26,29,17,20,23,25,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ephraim,Restoration Lord,Fire Emblem: The Sacred Stones,Blue Lance,Infantry,5,"Feb 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ephraim.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ephraim.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ephraim.png,Iron Lance,-,-,Steel Lance,-,-,Heavy Spear,-,-,Siegmund,5,-,New Moon,5,-,Moonbow,-,5,Seal Def 1,-,Seal Def 2,-,Seal Def 3,5,Threaten Def 1,-,Threaten Def 2,-,Threaten Def 3,5,,,,,,19,9,6,8,5,,,,,,,,,,,,,,,,42,45,48,32,35,38,22,25,29,29,32,35,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Est,Junior Whitewing,Fire Emblem: Mystery of the Emblem,Blue Lance,Flying,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Est.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Est.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Est.png,Iron Lance,-,-,Steel Lance,3,-,Heavy Spear,4,3,Heavy Spear+,-,5,Shove,4,3,Defiant Res 1,,-,Defiant Res 2,3,Defiant Res 3,4,Seal Spd 1,3,Seal Spd 2,4,Seal Spd 3,5,,,16,9,8,4,7,17,9,8,5,8,31,34,37,30,33,36,25,28,31,19,22,25,26,29,32,33,36,40,32,35,38,26,30,33,21,24,28,29,32,35,,,,,,16,8,7,4,7,,,,,,,,,,,,,,,,30,33,36,28,31,34,23,26,29,18,21,24,25,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fae,Divine Dragon,Fire Emblem: The Binding Blade,Green Breath,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Fae.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Fae.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Fae.png,Fire Breath,-,-,Fire Breath+,-,-,Light Breath,4,-,Light Breath+,5,5,Draw Back,4,-,Renewal 1,,-,Renewal 2,-,Renewal 3,4,Threaten Atk 1,-,Threaten Atk 2,4,Threaten Atk 3,5,,,15,4,3,6,8,16,5,4,6,8,40,43,47,27,30,33,22,25,28,21,24,27,25,28,31,43,46,50,30,33,36,25,28,31,22,25,29,26,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faye,Devoted Heart,Fire Emblem Echoes: Shadows of Valentia,Neutral Bow,Infantry,5,"Apr 14, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Faye.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Faye.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Faye.png,Iron Bow,-,-,Steel Bow,-,-,Firesweep Bow,-,-,Firesweep Bow+,5,-,Daylight,5,-,Noontime,-,5,Wings of Mercy 1,-,Wings of Mercy 2,-,Wings of Mercy 3,5,Bow Exp. 1,-,Bow Exp. 2,-,Bow Exp. 3,5,,,,,,16,6,3,4,7,,,,,,,,,,,,,,,,39,42,45,27,30,33,21,25,28,22,26,29,28,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felicia,Maid Mayhem,Fire Emblem Fates,Neutral Dagger,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Felicia.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Felicia.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Felicia.png,Iron Dagger,1,-,Steel Dagger,3,2,Silver Dagger,4,3,Silver Dagger+,5,5,Chilling Wind,4,3,Glacies,-,4,Resistance +1,3,Resistance +2,4,Resistance +3,5,Breath of Life 1,1,Breath of Life 2,2,Breath of Life 3,4,14,5,11,2,9,15,6,11,3,9,29,32,35,18,21,24,32,35,38,13,16,19,30,33,36,31,34,38,20,23,26,34,37,40,15,18,21,32,35,38,13,4,10,1,8,14,5,10,2,8,26,28,31,15,18,20,28,31,34,10,13,16,26,29,32,28,31,34,17,20,23,30,33,36,12,15,18,28,31,34,,,,,13,4,9,1,7,25,27,30,14,17,19,26,28,31,9,12,15,24,26,29,,,,
Fir,Sword Student,Fire Emblem: The Binding Blade,Red Sword,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Fir.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Fir.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Fir.png,Iron Sword,-,-,Steel Sword,3,-,Killing Edge,4,3,Killing Edge+,5,5,Chilling Wind,4,3,Glacies,-,4,Speed +1,-,Speed +2,3,Speed +3,4,Pass 1,3,Pass 2,4,Pass 3,5,18,5,10,4,7,19,6,10,5,7,35,38,41,20,23,26,31,34,37,19,22,25,26,29,32,37,41,44,22,25,29,33,36,39,21,24,28,28,31,34,,,,,,18,5,9,4,6,,,,,,,,,,,,,,,,34,37,40,19,22,25,29,32,35,18,21,24,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florina,Lovely Flier,Fire Emblem: The Blazing Blade,Blue Lance,Flying,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Florina.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Florina.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Florina.png,Iron Lance,-,-,Steel Lance,3,-,Heavy Spear,4,3,Heavy Spear+,-,5,Ardent Sacrifice,4,3,Darting Blow 1,,-,Darting Blow 2,3,Darting Blow 3,4,Breath of Life 1,3,Breath of Life 2,4,Breath of Life 3,5,,,17,6,8,5,8,18,7,8,6,8,36,39,42,23,26,29,23,26,29,20,23,26,29,32,35,39,42,45,25,29,32,24,27,31,22,25,29,31,34,37,,,,,,17,6,7,5,7,,,,,,,,,,,,,,,,35,38,41,22,25,28,21,24,27,19,22,25,27,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick,Polite Knight,Fire Emblem Awakening,Green Axe,Cavalry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Frederick.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Frederick.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Frederick.png,Iron Axe,-,-,Steel Axe,3,-,Hammer,4,3,Hammer+,5,5,New Moon,4,3,Luna,-,4,Wings of Mercy 1,3,Wings of Mercy 2,4,Wings of Mercy 3,5,Fortify Def 1,-,Fortify Def 2,3,Fortify Def 3,4,18,9,5,8,3,19,9,6,8,4,37,40,43,30,33,36,20,23,26,31,34,37,10,13,16,40,43,46,32,35,38,22,25,29,33,36,39,11,14,18,,,,,,18,8,5,7,3,,,,,,,,,,,,,,,,36,39,42,28,31,34,19,22,25,29,32,35,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick (Ylissean Summer),Horizon Watcher,Fire Emblem Awakening,Neutral Dagger,Infantry,5,"Jun 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Frederick (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Frederick (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Frederick (Ylissean Summer).png,Iron Dagger,-,-,Steel Dagger,-,-,Seashell,-,-,Seashell+,5,-,Ardent Sacrifice,5,-,Armored Blow 1,,-,Armored Blow 2,-,Armored Blow 3,5,Seal Spd 1,-,Seal Atk Spd 1,-,Seal Atk Spd 2,5,,,,,,,,18,8,7,6,5,,,,,,,,,,,,,,,,36,40,43,29,32,35,28,31,34,24,28,31,14,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederick (Y),,,,,,,,,,,,,,,,,,,,,,,,
Gaius,Candy Stealer,Fire Emblem Awakening,Neutral Dagger,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Gaius.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Gaius.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Gaius.png,Iron Dagger,-,-,Steel Dagger,3,-,Rogue Dagger,4,3,Rogue Dagger+,-,5,Rally Speed,4,3,Defiant Atk 1,,3,Defiant Atk 2,4,Defiant Atk 3,5,Pass 1,-,Pass 2,3,Pass 3,4,,,17,7,10,4,3,18,7,10,5,4,36,39,42,24,27,30,31,34,37,17,20,23,14,17,20,39,42,45,25,29,32,33,36,39,19,22,25,16,19,22,,,,,,17,6,9,4,3,,,,,,,,,,,,,,,,35,38,41,22,25,28,29,32,35,16,19,22,13,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaius (Ylissean Summer),Thief Exposed,Fire Emblem Awakening,Neutral Bow,Infantry,5,"Jun 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Gaius (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Gaius (Ylissean Summer).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Gaius (Ylissean Summer).png,Iron Bow,-,-,Steel Bow,-,-,Refreshing Bolt,-,-,Refreshing Bolt+,5,-,Night Sky,5,-,Astra,-,5,Vantage 1,-,Vantage 2,-,Vantage 3,5,Def Ploy 1,-,Def Ploy 2,-,Def Ploy 3,5,,,,,,17,8,9,4,6,,,,,,,,,,,,,,,,31,34,37,26,30,33,34,37,40,16,19,22,24,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaius (Y),,,,,,,,,,,,,,,,,,,,,,,,
Genny,Endearing Ally,Fire Emblem Echoes: Shadows of Valentia,Neutral Staff,Infantry,5,"May 15, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Genny.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Genny.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Genny.png,Assault,-,-,Gravity,5,-,Heal,-,-,Mend,-,-,Physic,5,-,Imbue,-,-,Heavenly Light,-,Wrathful Staff 1,-,Wrathful Staff 2,-,Wrathful Staff 3,5,,,,,,,,,,17,9,6,4,8,,,,,,,,,,,,,,,,29,32,35,32,35,38,22,25,29,18,21,24,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordin,Altean Archer,Fire Emblem: Mystery of the Emblem,Neutral Bow,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Gordin.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Gordin.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Gordin.png,Iron Bow,-,-,Steel Bow,3,-,Brave Bow,4,3,Brave Bow+,5,5,Shove,4,3,Attack +1,,-,Attack +2,3,Attack +3,4,Vantage 1,3,Vantage 2,4,Vantage 3,5,,,18,7,5,8,3,19,7,6,8,4,37,40,43,26,29,32,20,23,26,27,30,33,12,15,18,40,43,46,28,31,34,22,25,29,29,32,35,13,17,20,,,,,,18,6,5,7,3,,,,,,,,,,,,,,,,36,39,42,24,27,30,19,22,25,25,28,31,11,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray,Wry Comrade,Fire Emblem Echoes: Shadows of Valentia,Red Sword,Infantry,5,"Jul 13, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Gray.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Gray.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Gray.png,Iron Sword,-,-,Steel Sword,-,-,Zanbato,-,-,Zanbato+,5,-,Swap,5,-,Wind Boost 1,,-,Wind Boost 2,-,Wind Boost 3,5,Sword Valor 1,-,Sword Valor 2,-,Sword Valor 3,5,,,,,,,,17,7,6,6,3,,,,,,,,,,,,,,,,40,43,46,32,35,38,29,32,35,27,30,33,19,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunter,Inveterate Soldier,Fire Emblem Fates,Green Axe,Cavalry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Gunter.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Gunter.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Gunter.png,Iron Axe,1,-,Steel Axe,3,2,Silver Axe,4,3,Silver Axe+,-,5,Harsh Command,4,3,Armored Blow 1,,3,Armored Blow 2,4,Armored Blow 3,5,Hone Atk 1,1,Hone Atk 2,2,Hone Cavalry,4,,,20,10,6,11,4,21,10,7,11,5,37,40,43,27,30,33,19,22,25,28,31,34,13,16,19,39,43,46,28,32,35,21,24,27,29,33,36,14,18,21,19,9,5,10,3,20,9,6,10,4,33,36,39,23,26,29,16,19,21,24,27,30,10,13,16,36,39,42,25,28,31,18,21,24,26,29,32,12,15,18,,,,,19,8,5,9,3,32,35,38,21,24,27,15,18,20,22,25,28,10,12,15,,,,
Gwendolyn,Adorable Knight,Fire Emblem: The Binding Blade,Blue Lance,Armored,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Gwendolyn.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Gwendolyn.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Gwendolyn.png,Iron Lance,-,-,Steel Lance,3,-,Killer Lance,4,3,Killer Lance+,5,5,Buckler,4,3,Escutcheon,-,4,Drag Back,3,Hone Atk 1,-,Hone Atk 2,3,Hone Armor,4,,,,,22,8,4,12,5,23,8,5,12,6,43,46,49,25,28,31,19,22,25,33,36,39,22,25,28,46,49,52,26,30,33,21,24,28,35,38,41,24,28,31,,,,,,22,7,4,11,5,,,,,,,,,,,,,,,,42,45,48,23,26,29,18,21,24,31,34,37,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hana,Focused Samurai,Fire Emblem Fates,Red Sword,Infantry,1-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Hana.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Hana.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Hana.png,Iron Sword,1,-,Steel Sword,3,2,Armorslayer,4,3,Armorslayer+,5,5,Rally Attack,4,3,Life and Death 1,,3,Life and Death 2,4,Life and Death 3,5,Obstruct 1,1,Obstruct 2,2,Obstruct 3,4,,,17,9,10,5,3,18,9,10,6,4,32,35,38,30,33,36,31,34,37,18,21,24,20,23,26,34,37,41,32,35,38,33,36,39,20,23,26,22,26,29,16,8,9,4,2,17,8,9,5,3,29,31,34,26,29,32,27,30,33,15,18,20,16,19,22,31,34,37,28,31,34,29,32,35,17,20,23,19,22,25,,,,,16,7,8,4,2,28,30,33,24,26,29,25,27,30,14,17,19,15,18,21,,,,
Hawkeye,Desert Guardian,Fire Emblem: The Blazing Blade,Green Axe,Infantry,4-5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Hawkeye.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Hawkeye.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Hawkeye.png,Iron Axe,-,-,Steel Axe,-,-,Killer Axe,4,3,Killer Axe+,5,5,Rising Light,4,-,Growing Light,-,4,Death Blow 1,-,Death Blow 2,4,Death Blow 3,5,Threaten Atk 1,-,Threaten Atk 2,-,Threaten Atk 3,4,20,9,4,6,5,21,9,5,6,6,39,42,45,28,31,34,17,20,23,23,26,29,24,27,30,42,45,48,30,33,36,19,22,25,24,28,31,27,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector,General of Ostia,Fire Emblem: The Blazing Blade,Green Axe,Armored,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Hector.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Hector.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Hector.png,Iron Axe,-,-,Steel Axe,-,-,Silver Axe,-,-,Armads,5,-,Buckler,5,-,Pavise,-,5,Distant Counter,5,Spur Atk 1,-,Spur Atk 2,-,Goad Armor,5,,,,,,,,,,24,10,5,11,4,,,,,,,,,,,,,,,,49,52,55,33,36,39,21,24,28,34,37,40,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Twisted Mind,Fire Emblem Awakening,Red Tome,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Henry.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Henry.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Henry.png,Flux,-,-,Ruin,3,-,Rauðrraven,4,3,Rauðrraven+,5,5,Glowing Ember,4,3,Ignis,-,4,Defiant Def 1,3,Defiant Def 2,4,Defiant Def 3,5,G Tomebreaker 1,-,G Tomebreaker 2,3,G Tomebreaker 3,4,18,6,4,8,5,19,6,5,8,6,39,42,45,19,22,25,17,20,23,27,30,33,20,23,26,42,45,48,20,23,26,19,22,25,29,32,35,22,25,29,,,,,,18,5,4,7,5,,,,,,,,,,,,,,,,38,41,44,17,20,23,16,19,22,25,28,31,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry (Trick or Defeat!),Happy Vampire,Fire Emblem Awakening,Green Tome,Armored,5,"Oct 30, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Henry (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Henry (Trick or Defeat!).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Henry (Trick or Defeat!).png,Wind,-,-,Elwind,-,-,Spectral Tome,-,-,Spectral Tome+,5,-,Retribution,5,-,Reprisal,-,5,Live for Honor,5,Armor March 1,-,Armor March 2,-,Armor March 3,5,,,,,,,,,,17,9,10,4,12,,,,,,,,,,,,,,,,33,36,40,30,33,36,31,34,37,22,26,29,33,36,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry (T),,,,,,,,,,,,,,,,,,,,,,,,
Hinata,Wild Samurai,Fire Emblem Fates,Red Sword,Infantry,3-4,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Hinata.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Hinata.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Hinata.png,Iron Sword,1,-,Steel Sword,3,2,Ruby Sword,4,3,Ruby Sword+,5,5,Buckler,4,3,Pavise,-,4,Fury 1,1,Fury 2,2,Fury 3,4,Brash Assault 1,3,Brash Assault 2,4,Brash Assault 3,5,20,8,4,10,2,21,8,5,10,3,41,44,47,27,30,33,19,22,25,31,34,37,13,16,19,44,47,50,29,32,35,21,24,28,33,36,39,15,18,21,,,,,,20,7,4,9,2,,,,,,,,,,,,,,,,40,43,46,25,28,31,18,21,24,29,32,35,12,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinoka,Warrior Princess,Fire Emblem Fates,Blue Lance,Flying,5,"Feb 02, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Hinoka.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Hinoka.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Hinoka.png,Iron Lance,-,-,Steel Lance,-,-,Brave Lance,-,-,Brave Lance+,5,-,Rising Wind,5,-,Blazing Wind,-,5,Defiant Def 1,-,Defiant Def 2,-,Defiant Def 3,5,Hone Spd 1,-,Hone Spd 2,-,Hone Fliers,5,,,,,,19,7,8,6,7,,,,,,,,,,,,,,,,37,41,44,32,35,38,29,32,35,22,25,29,21,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ike,Young Mercenary,Fire Emblem: Path of Radiance,Red Sword,Infantry,5,"Apr 26, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ike.png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ike.png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ike.png,Iron Sword,-,-,Steel Sword,-,-,Silver Sword,-,-,Ragnell,5,-,New Moon,5,-,Luna,-,5,Aether,5,Heavy Blade 1,-,Heavy Blade 2,-,Heavy Blade 3,5,Swordbreaker 1,-,Swordbreaker 2,-,,,,,,18,9,7,8,5,,,,,,,,,,,,,,,,39,42,45,32,35,38,28,31,34,29,32,35,14,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Swordbreaker 3,5,,,,,,,,,,,,,,,,,,,,,,,,,
Ike (Brave Heroes),Brave Mercenary,Fire Emblem: Path of Radiance,Green Axe,Infantry,5,"Aug 31, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Ike (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Ike (Brave Heroes).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Ike (Brave Heroes).png,Iron Axe,-,-,Steel Axe,-,-,Silver Axe,-,-,Urvan,5,-,New Moon,5,-,Luna,-,5,Aether,5,Steady Stance 1,-,Steady Stance 2,-,Steady Breath,5,Beorc's Blessing,5,Threaten Def 1,-,,,,,,17,10,6,9,5,,,,,,,,,,,,,,,,40,43,46,33,36,39,24,28,31,32,35,38,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Threaten Def 2,-,Ike (B),,,,,,,,,,,,,,,,,,,,,Threaten Def 3,5,,
Inigo (Performing Arts),Indigo Dancer,Fire Emblem Awakening,Green Tome,Infantry,5,"Sep 29, 2017",https://proving-grounds-static.ajhyndman.com/75px-Icon_Portrait_Inigo (Performing Arts).png,https://proving-grounds-static.ajhyndman.com/113px-Icon_Portrait_Inigo (Performing Arts).png,https://proving-grounds-static.ajhyndman.com/150px-Icon_Portrait_Inigo (Performing Arts).png,Wind,-,-,Elwind,-,-,Dancer's Ring,-,-,Dancer's Ring+,5,-,Dance,5,-,Gale Dance 1,,-,Gale Dance 2,-,Gale Dance 3,5,Hone Atk 1,-,Hone Atk 2,-,Hone Atk 3,5,,,,,,,,15,6,7,5,3,,,,,,,,,,,,,,,,33,37,40,24,28,31,30,33,36,19,22,25,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inigo (P),,,,,,,,,,,,,,,,,,,,,,,,
